,Unnamed: 0,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,START_DATE,END_DATE,FIPS,DATE,tmax,tmin,tavg,prcp,aws,fmc
274,738,0.1,A,39.909489,-121.64535,6,20040411,20040411,6007.0,20040411,289,89,189,0,2.0499995,0
275,739,0.1,A,39.792211,-121.589261,6,19990816,19990816,6007.0,19990816,344,156,250,0,1.5379206,0
276,740,5.0,B,39.547611,-121.53075,6,19990817,19990817,6007.0,19990817,350,172,261,0,2.6867995,0
277,741,0.1,A,39.824178,-121.603472,6,20070704,20070704,6007.0,20070704,389,222,306,0,2.922061,0
278,742,0.1,A,39.895639,-121.7042,6,19990817,19990817,6007.0,19990817,350,172,261,0,2.6867995,0
279,743,0.1,A,39.792211,-121.589261,6,19990818,19990818,6007.0,19990818,322,156,239,0,3.5012734,0
280,744,0.3,B,39.909011,-121.626031,6,19990819,19990819,6007.0,19990819,339,139,239,0,3.5791802,0
281,745,2.0,B,39.836261,-121.704119,6,20040424,20040424,6007.0,20040424,300,94,200,0,2.7333696,0
282,746,736.0,E,39.59175,-121.400261,6,19990823,19990905,6007.0,19990823,361,228,294,46,1.8738412,0
283,747,0.1,A,39.821319,-121.552031,6,20010821,20010821,6007.0,20010821,289,117,206,0,3.5908885,0
284,748,12429.0,G,39.73488,-121.7361,6,19990823,19990905,6007.0,19990823,361,228,294,46,1.8738412,0
285,749,10.0,C,39.576231,-121.549289,6,20000812,20000812,6007.0,20000812,367,172,272,0,3.3984106,0
286,750,0.3,B,39.821111,-121.589039,6,20010821,20010821,6007.0,20010821,289,117,206,0,3.5908885,0
287,751,2.0,B,39.6055,-121.51205,6,19990823,19990824,6007.0,19990823,361,228,294,46,1.8738412,0
288,752,0.1,A,39.893511,-121.569889,6,20000811,20000811,6007.0,20000811,344,150,250,0,2.9172830000000003,0
289,753,1001.0,E,39.893631,-121.588381,6,19990823,19990828,6007.0,19990823,361,228,294,46,1.8738412,0
290,754,0.1,A,40.06222222,-121.48333333,6,20090705,20090705,6007.0,20090705,389,222,306,0,3.1036327,0
291,755,1.3,B,39.504711,-121.399389,6,19990823,19990823,6007.0,19990823,361,228,294,46,1.8738412,0
